GeneSymbol,Category
AL356356.4,NA
AL356356.5,NA
AL356387.1,NA
AL356390.1,NA
AL356423.1,NA
AL356441.1,lincRNA
AL356441.2,NA
AL356458.1,NA
AL356475.1,NA
AL356479.1,NA
AL356489.1,NA
AL356489.2,NA
AL356512.1,NA
AL356580.1,NA
AL356583.1,NA
AL356585.1,NA
AL356585.2,NA
AL356585.3,NA
AL356585.4,NA
AL356608.1,misc_RNA
AL356632.1,NA
AL356735.1,NA
AL356739.1,NA
AL356740.1,NA
AL356741.1,NA
AL356791.1,NA
AL356793.1,NA
AL356806.3,processed_pseudogene
AL356863.1,NA
AL356915.2,NA
AL356957.1,NA
AL356957.10,NA
AL356957.2,NA
AL356957.3,NA
AL356957.5,NA
AL356957.6,NA
AL356957.8,NA
AL356962.1,NA
AL356970.1,NA
AL357054.1,NA
AL357060.1,NA
AL357078.1,NA
AL357095.1,NA
AL357153.1,lincRNA
AL357153.3,misc_RNA
AL357153.4,NA
AL357172.1,misc_RNA
AL357315.1,NA
AL357372.1,NA
AL357497.1,NA
AL357512.2,NA
AL357514.1,NA
AL357518.1,misc_RNA
AL357519.1,NA
AL357561.1,NA
AL357562.1,NA
AL357752.1,misc_RNA
AL357874.1,misc_RNA
AL358073.1,NA
AL358113.1,NA
AL358117.1,NA
AL358175.1,antisense
AL358175.2,NA
AL358215.1,NA
AL358253.1,misc_RNA
AL358334.1,NA
AL358334.2,NA
AL358472.3,NA
AL358512.1,NA
AL358780.3,NA
AL358781.1,antisense
AL358786.1,NA
AL358813.2,NA
AL358813.3,NA
AL358813.4,NA
AL358813.6,NA
AL358913.1,NA
AL358933.1,NA
AL358933.2,NA
AL358976.2,NA
AL359074.2,NA
AL359075.1,processed_transcript
AL359079.1,NA
AL359180.1,misc_RNA
AL359195.1,NA
AL359219.1,NA
AL359220.1,antisense
AL359253.1,NA
AL359273.2,NA
AL359316.1,NA
AL359385.1,NA
AL359385.2,NA
AL359392.1,lincRNA
AL359454.2,NA
AL359538.1,NA
AL359540.2,NA
AL359541.2,misc_RNA
AL359632.1,misc_RNA
AL359636.1,NA
AL359643.2,NA
AL359643.3,NA
AL359644.1,NA
AL359644.2,misc_RNA
AL359682.1,NA
AL359697.2,NA
AL359704.1,NA
AL359704.2,NA
AL359709.1,NA
AL359709.2,NA
AL359711.3,NA
AL359711.4,NA
AL359736.1,NA
AL359736.2,NA
AL359747.1,NA
AL359752.1,NA
AL359758.1,protein_coding
AL359815.1,NA
AL359832.1,NA
AL359836.1,NA
AL359844.2,NA
AL359846.1,NA
AL359851.1,NA
AL359853.1,NA
AL359853.2,NA
AL359853.3,NA
AL359878.1,NA
AL359878.2,processed_transcript
AL359955.1,NA
AL359983.1,NA
AL359986.1,NA
AL360001.1,NA
AL360004.1,lincRNA
AL360154.1,NA
AL360154.2,NA
AL360154.4,NA
AL360169.1,NA
AL360169.2,misc_RNA
AL360169.3,NA
AL360176.2,NA
AL360215.1,NA
AL360224.1,NA
AL360268.1,NA
AL360269.1,NA
AL365178.1,NA
AL365190.1,NA
AL365202.1,NA
AL365202.2,misc_RNA
AL365214.1,NA
AL365229.1,NA
AL365260.1,NA
AL365264.1,misc_RNA
AL365277.1,NA
AL365277.2,NA
AL365331.2,processed_pseudogene
AL365332.1,NA
AL365356.1,misc_RNA
AL365361.1,NA
AL365364.1,NA
AL365499.1,NA
AL365502.1,NA
AL365502.2,NA
AL390029.1,NA
AL390071.1,NA
AL390119.3,NA
AL390196.1,NA
AL390196.2,NA
AL390198.1,NA
AL390208.1,NA
AL390240.1,NA
AL390242.1,NA
AL390335.1,NA
AL390718.1,NA
AL390719.1,protein_coding
AL390738.1,lincRNA
AL390766.1,NA
AL390776.1,NA
AL390780.1,misc_RNA
AL390798.2,NA
AL390802.1,NA
AL390802.2,NA
AL390802.3,NA
AL390802.4,NA
AL390802.5,NA
AL390815.1,lincRNA
AL390816.1,transcribed_unitary_pseudogene
AL390838.1,NA
AL390840.1,NA
AL390877.1,processed_pseudogene
AL390877.2,NA
AL390920.1,NA
AL390966.1,NA
AL390994.1,antisense
AL391001.2,NA
AL391005.1,NA
AL391056.1,NA
AL391119.1,NA
AL391122.1,NA
AL391122.3,misc_RNA
AL391137.1,NA
AL391152.1,NA
AL391261.1,NA
AL391261.2,processed_pseudogene
AL391315.1,NA
AL391358.1,NA
AL391375.1,NA
AL391375.2,NA
AL391375.3,NA
AL391375.4,NA
AL391380.1,NA
AL391384.1,NA
AL391416.1,NA
AL391417.1,NA
AL391417.2,misc_RNA
AL391421.1,misc_RNA
AL391421.2,NA
AL391421.3,antisense
AL391421.4,NA
AL391499.1,NA
AL391538.1,NA
AL391559.1,NA
AL391628.1,NA
AL391728.1,misc_RNA
AL391803.1,NA
AL391807.1,NA
AL391821.1,NA
AL391832.1,misc_RNA
AL391839.1,NA
AL391839.3,NA
AL391867.2,NA
AL391868.1,NA
AL391992.1,NA
AL392086.1,NA
AL392105.1,NA
AL441886.1,NA
AL441988.1,NA
AL442003.2,antisense
AL442003.3,NA
AL442125.2,NA
AL442203.2,NA
AL442635.1,NA
AL442663.1,misc_RNA
AL442663.2,NA
AL445074.1,NA
AL445163.1,misc_RNA
AL445183.1,NA
AL445195.1,NA
AL445195.2,NA
AL445197.1,misc_RNA
AL445197.2,NA
AL445204.1,NA
AL445222.1,NA
AL445228.1,misc_RNA
AL445228.3,misc_RNA
AL445248.1,NA
AL445248.2,NA
AL445258.1,NA
AL445258.2,miRNA
AL445309.1,NA
AL445309.2,NA
AL445384.1,NA
AL445438.1,misc_RNA
AL445467.1,NA
AL445486.1,NA
AL445487.1,NA
AL445523.1,NA
AL445568.1,NA
AL445645.1,NA
AL445665.1,transcribed_unprocessed_pseudogene
AL445669.2,NA
AL445670.1,NA
AL445670.2,NA
AL445885.1,lincRNA
AL445928.1,NA
AL445929.1,misc_RNA
AL445989.1,NA
AL449083.1,NA
AL449305.1,NA
AL449305.2,NA
AL449363.1,NA
AL450026.1,NA
AL450106.1,NA
AL450226.1,NA
AL450226.2,antisense
AL450307.1,lincRNA
AL450311.1,NA
AL450311.2,NA
AL450311.3,NA
AL450311.4,NA
AL450311.5,NA
AL450311.6,NA
AL450311.7,NA
AL450311.8,NA
AL450311.9,NA
AL450334.1,NA
AL450342.1,NA
AL450342.2,NA
AL450423.1,NA
AL450447.1,NA
AL450992.2,antisense
AL450992.6,unprocessed_pseudogene
AL451000.1,NA
AL451005.1,NA
AL451043.2,NA
AL451051.1,NA
AL451054.2,NA
AL451054.3,NA
AL451065.1,NA
AL451067.1,NA
AL451069.1,NA
AL451073.1,NA
AL451107.1,NA
AL451125.1,NA
AL451136.1,NA
AL451164.1,NA
AL499626.1,misc_RNA
AL512288.1,misc_RNA
AL512290.1,NA
AL512310.1,NA
AL512310.3,NA
AL512310.4,NA
AL512310.5,NA
AL512325.1,NA
AL512329.1,NA
AL512329.2,misc_RNA
AL512329.3,NA
AL512356.1,lincRNA
AL512359.1,NA
AL512362.1,processed_pseudogene
AL512408.1,NA
AL512503.1,NA
AL512505.1,NA
AL512598.1,NA
AL512601.1,NA
AL512625.1,NA
AL512631.1,NA
AL512635.1,NA
AL512640.1,NA
AL512641.1,NA
AL512652.1,NA
AL512654.1,NA
AL512658.2,NA
AL512662.1,NA
AL512662.2,NA
AL512791.1,NA
AL513007.1,NA
AL513013.1,NA
AL513015.1,NA
AL513122.1,NA
AL513123.1,NA
AL513185.1,NA
AL513185.3,NA
AL513314.1,NA
AL513363.1,NA
AL513423.1,antisense
AL513423.3,misc_RNA
AL513477.1,NA
AL513487.1,NA
AL513493.1,misc_RNA
AL513497.1,NA
AL513497.2,NA
AL513523.1,NA
AL513524.1,NA
AL513534.3,NA
AL513534.4,NA
AL513546.1,NA
AL583722.1,NA
AL583832.1,NA
AL583834.1,NA
AL583842.1,NA
AL583842.2,NA
AL583842.3,NA
AL583842.4,NA
AL583842.5,NA
AL583842.6,NA
AL583842.7,NA
AL583842.8,NA
AL583849.1,NA
AL583860.1,NA
AL589182.1,NA
AL589182.2,NA
AL589182.3,NA
AL589182.4,NA
AL589182.5,NA
AL589645.1,NA
AL589675.1,NA
AL589685.1,NA
AL589693.1,miRNA
AL589723.1,NA
AL589736.1,NA
AL589743.1,transcribed_processed_pseudogene
AL589743.2,transcribed_unprocessed_pseudogene
AL589743.3,NA
AL589765.1,NA
AL589787.1,NA
AL589825.1,NA
AL589863.1,NA
AL589931.1,NA
AL589947.1,NA
AL589952.1,NA
AL589986.2,antisense
AL589987.1,misc_RNA
AL590007.1,NA
AL590062.1,NA
AL590068.1,misc_RNA
AL590069.1,NA
AL590080.2,NA
AL590101.1,NA
AL590102.1,NA
AL590105.1,NA
AL590131.1,misc_RNA
AL590138.1,NA
AL590226.1,NA
AL590226.2,NA
AL590231.1,NA
AL590233.1,NA
AL590240.1,NA
AL590240.2,NA
AL590240.3,NA
AL590240.4,NA
AL590285.1,NA
AL590303.1,NA
AL590365.1,NA
AL590396.1,NA
AL590396.10,NA
AL590396.11,NA
AL590396.12,NA
AL590396.2,NA
AL590396.3,NA
AL590396.4,NA
AL590396.5,NA
AL590396.6,NA
AL590396.7,NA
AL590396.8,NA
AL590396.9,NA
AL590399.2,NA
AL590403.1,NA
AL590407.1,NA
AL590407.2,NA
AL590407.3,NA
AL590407.4,NA
AL590407.5,NA
AL590407.6,NA
AL590407.7,NA
AL590407.8,NA
AL590407.9,NA
AL590410.1,NA
AL590431.1,NA
AL590431.3,NA
AL590431.4,NA
AL590434.2,misc_RNA
AL590482.1,NA
AL590483.1,misc_RNA
AL590489.1,NA
AL590523.1,NA
AL590556.1,NA
AL590556.3,NA
AL590617.1,NA
AL590618.1,NA
AL590618.2,NA
AL590623.1,NA
AL590666.1,NA
AL590666.2,NA
AL590704.1,NA
AL590708.1,lincRNA
AL590708.2,NA
AL590710.1,NA
AL590714.1,antisense
AL590714.2,NA
AL590726.1,NA
AL590726.2,NA
AL590730.1,NA
AL590730.2,NA
AL590730.4,NA
AL590762.10,processed_pseudogene
AL590762.11,processed_pseudogene
AL590762.6,processed_pseudogene
AL590762.7,processed_pseudogene
AL590763.5,processed_pseudogene
AL590785.1,NA
AL590787.1,NA
AL590808.1,NA
AL590812.1,NA
AL590812.3,NA
AL590822.1,NA
AL590874.1,NA
AL590993.1,NA
AL591024.1,misc_RNA
AL591025.1,NA
AL591034.2,NA
AL591044.1,NA
AL591044.2,NA
AL591044.3,NA
AL591044.4,NA
AL591069.1,NA
AL591215.1,misc_RNA
AL591378.1,NA
AL591385.1,NA
AL591394.1,NA
AL591398.1,NA
AL591415.1,NA
AL591424.1,NA
AL591424.2,unprocessed_pseudogene
AL591428.1,NA
AL591471.1,NA
AL591479.1,NA
AL591493.1,NA
AL591516.1,NA
AL591516.2,NA
AL591516.3,misc_RNA
AL591516.4,NA
AL591516.5,NA
AL591516.6,NA
AL591668.1,NA
AL591684.2,NA
AL591704.5,processed_pseudogene
AL591704.7,processed_pseudogene
AL591704.9,unprocessed_pseudogene
AL591708.1,NA
AL591845.1,antisense
AL591856.1,NA
AL591856.2,NA
AL591856.3,NA
AL591856.4,NA
AL591856.5,NA
AL591866.1,NA
AL591893.1,antisense
AL591893.2,NA
AL591893.3,processed_pseudogene
AL592043.1,NA
AL592047.1,NA
AL592047.2,NA
AL592047.3,NA
AL592047.4,NA
AL592047.5,NA
AL592047.6,NA
AL592063.1,NA
AL592076.1,NA
AL592103.1,NA
AL592166.2,NA
AL592170.1,NA
AL592170.2,NA
AL592170.3,NA
AL592170.4,NA
AL592183.1,NA
AL592183.2,NA
AL592183.3,NA
AL592183.4,NA
AL592183.5,NA
AL592183.6,NA
AL592188.1,NA
AL592188.10,NA
AL592188.11,NA
AL592188.12,NA
AL592188.13,NA
AL592188.14,NA
AL592188.15,NA
AL592188.16,NA
AL592188.17,NA
AL592188.2,NA
AL592188.3,NA
AL592188.4,NA
AL592188.5,NA
AL592188.6,NA
AL592188.7,NA
AL592188.8,NA
AL592188.9,NA
AL592205.1,NA
AL592207.12,NA
AL592207.2,NA
AL592207.3,NA
AL592207.5,NA
AL592207.8,NA
AL592207.9,NA
AL592211.1,NA
AL592284.1,NA
AL592284.2,NA
AL592284.3,NA
AL592295.1,NA
AL592295.2,NA
AL592307.2,NA
AL592309.1,NA
AL592430.1,NA
AL592436.2,misc_RNA
AL592463.1,NA
AL592492.1,NA
AL592494.1,lincRNA
AL592494.3,processed_pseudogene
AL592494.4,lincRNA
AL592494.5,lincRNA
AL592528.1,antisense
AL592546.2,NA
AL593851.1,NA
AL596092.1,NA
AL596114.1,NA
AL596137.1,NA
AL596177.2,NA
AL596188.1,NA
AL596210.1,NA
AL596225.1,NA
AL596268.1,NA
AL596329.1,NA
AL596330.1,NA
AL596449.1,NA
AL603632.1,NA
AL603649.1,NA
AL603764.1,NA
AL603831.1,misc_RNA
AL603888.1,NA
AL603908.1,NA
AL603908.2,NA
AL603908.3,NA
AL603908.4,NA
AL603908.5,NA
AL603910.1,NA
AL603910.3,NA
AL603926.1,NA
AL603926.2,NA
AL603926.3,NA
AL603926.5,NA
AL603965.1,NA
AL604028.1,NA
AL604028.2,NA
AL606469.2,NA
AL606500.1,NA
AL606830.1,NA
AL606834.1,misc_RNA
AL611925.1,antisense
AL611946.1,NA
AL611962.1,NA
AL627107.1,NA
AL627107.2,NA
AL627169.1,NA
AL627169.2,NA
AL627169.3,NA
AL627171.2,NA
AL627230.2,NA
AL627231.1,NA
AL627244.2,processed_pseudogene
AL627309.2,NA
AL627313.1,misc_RNA
AL627402.1,misc_RNA
AL645504.2,NA
AL645728.1,NA
AL645728.2,NA
AL645728.3,processed_transcript
AL645730.1,NA
AL645730.2,NA
AL645811.1,misc_RNA
AL645819.1,NA
AL645859.1,NA
AL645922.2,NA
AL645929.1,NA
AL645935.1,NA
AL645939.2,NA
AL645941.1,NA
AL645941.2,NA
AL645944.1,NA
AL645949.1,NA
AL645992.1,NA
AL646019.1,NA
AL662782.1,NA
AL662796.1,NA
AL662797.1,NA
AL662799.1,NA
AL662799.2,NA
AL662800.1,NA
AL662832.1,NA
AL662832.2,NA
AL662890.1,NA
AL663074.1,NA
AL663123.1,NA
AL669818.1,misc_RNA
AL669831.1,NA
AL669831.2,NA
AL669831.3,NA
AL669914.2,NA
AL669914.3,NA
AL669918.1,NA
AL670296.1,NA
AL670455.1,NA
AL671309.1,NA
AL671532.1,NA
AL671532.2,NA
AL671532.3,NA
AL671561.1,NA
AL671710.1,NA
AL671966.1,NA
AL671972.1,NA
AL671972.2,NA
AL672032.1,NA
AL672138.2,NA
AL672142.1,NA
AL672142.2,NA
AL672183.2,processed_pseudogene
AL672187.1,NA
AL672187.2,NA
AL672238.1,NA
AL672238.2,NA
AL672238.3,NA
AL672238.4,NA
AL672294.1,antisense
AL672296.1,processed_pseudogene
AL691432.1,NA
AL691432.2,NA
AL691447.1,processed_pseudogene
AL691452.1,NA
AL691477.1,NA
AL691479.1,NA
AL691479.2,antisense
AL713867.1,NA
AL713889.1,misc_RNA
AL713922.2,NA
AL713965.1,NA
AL713966.1,NA
AL713998.1,lincRNA
AL713999.1,NA
AL731543.1,NA
AL731556.1,NA
AL731563.2,NA
AL731563.3,NA
AL731563.4,NA
AL731568.1,NA
AL731576.1,NA
AL731683.1,NA
AL731733.1,NA
AL732363.1,NA
AL732366.2,NA
AL732437.1,antisense
AL732479.1,NA
AL772208.2,NA
AL772284.1,NA
AL772307.1,processed_pseudogene
AL772337.1,NA
AL773572.7,NA
AL773578.1,NA
AL773603.1,NA
AL773604.6,unprocessed_pseudogene
AL773604.8,antisense
AL831732.1,NA
AL831782.1,NA
AL844165.1,NA
AL844851.1,NA
AL844908.5,antisense
AL845154.2,antisense
AL845259.1,NA
AL845454.1,NA
AL928646.1,NA
AL928654.1,antisense
AL928742.12,NA
AL928768.1,NA
AL928768.3,NA
AL929101.1,NA
AL929472.2,NA
AL929601.1,NA
AL929601.2,NA
AL935032.1,NA
AL953854.1,NA
AL953854.2,NA
AL953889.2,NA
AL953897.1,NA
AL954742.1,NA
AL954743.2,NA
ALAD,protein_coding
ALAS1,protein_coding
ALAS2,protein_coding
ALB,protein_coding
ALCAM,protein_coding
ALDH16A1,protein_coding
ALDH18A1,protein_coding
ALDH1A1,protein_coding
ALDH1A2,protein_coding
ALDH1A3,protein_coding
ALDH1B1,protein_coding
ALDH1L1,protein_coding
ALDH1L2,protein_coding
ALDH2,protein_coding
ALDH3A1,protein_coding
ALDH3A2,protein_coding
ALDH3B1,protein_coding
ALDH3B2,protein_coding
ALDH4A1,protein_coding
ALDH5A1,protein_coding
ALDH6A1,protein_coding
ALDH7A1,protein_coding
ALDH8A1,protein_coding
ALDH9A1,protein_coding
ALDOA,protein_coding
ALDOAP1,processed_pseudogene
ALDOAP2,processed_pseudogene
ALDOB,protein_coding
ALDOC,protein_coding
ALG1,protein_coding
ALG10,protein_coding
ALG10B,protein_coding
ALG11,protein_coding
ALG12,protein_coding
ALG13,protein_coding
ALG14,protein_coding
ALG1L,protein_coding
ALG1L2,NA
ALG2,protein_coding
ALG3,protein_coding
ALG5,protein_coding
ALG6,protein_coding
ALG8,protein_coding
ALK,protein_coding
ALKBH1,protein_coding
ALKBH2,protein_coding
ALKBH3,protein_coding
ALKBH4,protein_coding
ALKBH5,protein_coding
ALKBH6,protein_coding
ALKBH7,protein_coding
ALKBH8,protein_coding
ALLC,protein_coding
ALMS1,protein_coding
ALMS1P,transcribed_unprocessed_pseudogene
ALOX12,protein_coding
ALOX12B,protein_coding
ALOX15,protein_coding
ALOX15B,protein_coding
ALOX5,protein_coding
ALOX5AP,protein_coding
ALOXE3,protein_coding
ALPI,protein_coding
ALPK1,protein_coding
ALPK2,protein_coding
ALPK3,protein_coding
ALPL,protein_coding
ALPP,protein_coding
ALPPL2,protein_coding
ALS2,protein_coding
ALS2CL,protein_coding
ALS2CR10,antisense
ALS2CR11,protein_coding
ALS2CR12,protein_coding
ALS2CR4,protein_coding
ALS2CR8,protein_coding
ALX1,protein_coding
ALX3,protein_coding
ALX4,protein_coding
AMAC1,protein_coding
AMAC1L1,protein_coding
AMAC1L2,protein_coding
AMAC1L3,NA
AMACR,protein_coding
AMBN,protein_coding
AMBP,protein_coding
AMBRA1,protein_coding
AMD1,protein_coding
AMDHD1,protein_coding
AMDHD2,protein_coding
AMDP1,processed_pseudogene
AMELX,protein_coding
AMELY,protein_coding
AMFR,protein_coding
AMH,protein_coding
AMHR2,protein_coding
AMICA1,protein_coding
AMIGO1,protein_coding
AMIGO2,protein_coding
AMIGO3,protein_coding
AMMECR1,protein_coding
AMMECR1L,protein_coding
AMN,protein_coding
AMN1,protein_coding
AMOT,protein_coding
AMOTL1,protein_coding
AMOTL2,protein_coding
AMPD1,protein_coding
AMPD2,protein_coding
AMPD3,protein_coding
AMPH,protein_coding
AMT,protein_coding
AMTN,protein_coding
AMY1A,protein_coding
AMY1B,protein_coding
AMY1C,protein_coding
AMY2A,protein_coding
AMY2B,protein_coding
AMYP1,unprocessed_pseudogene
AMZ1,protein_coding
AMZ2,protein_coding
AMZ2P1,transcribed_unprocessed_pseudogene
AMZ2P2,processed_pseudogene
ANAPC1,protein_coding
ANAPC10,protein_coding
ANAPC10P1,processed_pseudogene
ANAPC11,protein_coding
ANAPC13,protein_coding
ANAPC16,protein_coding
ANAPC2,protein_coding
ANAPC4,protein_coding
ANAPC5,protein_coding
ANAPC7,protein_coding
ANG,protein_coding
ANGEL1,protein_coding
ANGEL2,protein_coding
ANGPT1,protein_coding
ANGPT2,protein_coding
ANGPT4,protein_coding
ANGPTL1,protein_coding
ANGPTL2,protein_coding
ANGPTL3,protein_coding
ANGPTL4,protein_coding
ANGPTL5,protein_coding
ANGPTL6,protein_coding
ANGPTL7,protein_coding
ANK1,protein_coding
ANK2,protein_coding
ANK3,protein_coding
ANKAR,protein_coding
ANKDD1A,protein_coding
ANKDD1B,protein_coding
ANKFN1,protein_coding
ANKFY1,protein_coding
ANKH,protein_coding
ANKHD1,protein_coding
ANKIB1,protein_coding
ANKK1,protein_coding
ANKLE1,protein_coding
ANKLE2,protein_coding
ANKMY1,protein_coding
ANKMY2,protein_coding
ANKRA2,protein_coding
ANKRD1,protein_coding
ANKRD10,protein_coding
ANKRD11,protein_coding
ANKRD12,protein_coding
ANKRD13A,protein_coding
ANKRD13B,protein_coding
ANKRD13C,protein_coding
ANKRD13D,protein_coding
ANKRD16,protein_coding
ANKRD17,protein_coding
ANKRD18A,protein_coding
ANKRD18B,protein_coding
ANKRD19,transcribed_unprocessed_pseudogene
ANKRD2,protein_coding
ANKRD20A1,NA
ANKRD20A2,protein_coding
ANKRD20A3,NA
ANKRD20A4,protein_coding
ANKRD20A5,transcribed_unprocessed_pseudogene
ANKRD20B,transcribed_unprocessed_pseudogene
ANKRD22,protein_coding
ANKRD23,protein_coding
ANKRD24,protein_coding
ANKRD26,protein_coding
ANKRD26P1,NA
ANKRD27,protein_coding
ANKRD28,protein_coding
ANKRD29,protein_coding
ANKRD30A,protein_coding
ANKRD30B,transcribed_unprocessed_pseudogene
ANKRD30BP,unprocessed_pseudogene
ANKRD31,protein_coding
ANKRD32,protein_coding
ANKRD33,protein_coding
ANKRD33B,protein_coding
ANKRD34A,NA
ANKRD34B,protein_coding
ANKRD34C,protein_coding
ANKRD35,protein_coding
ANKRD36B,protein_coding
ANKRD36BL1,transcribed_processed_pseudogene
ANKRD36P1,unprocessed_pseudogene
ANKRD37,protein_coding
ANKRD39,protein_coding
ANKRD40,protein_coding
ANKRD42,protein_coding
ANKRD43,protein_coding
ANKRD44,protein_coding
ANKRD45,protein_coding
ANKRD46,protein_coding
ANKRD49,protein_coding
ANKRD5,protein_coding
ANKRD50,protein_coding
ANKRD52,protein_coding
ANKRD53,protein_coding
ANKRD54,protein_coding
ANKRD55,protein_coding
ANKRD56,protein_coding
ANKRD57,protein_coding
ANKRD58,protein_coding
ANKRD6,protein_coding
ANKRD60,protein_coding
ANKRD61,protein_coding
ANKRD62,protein_coding
ANKRD7,protein_coding
ANKRD9,protein_coding
ANKS1A,protein_coding
ANKS1B,protein_coding
ANKS3,protein_coding
ANKS4B,protein_coding
ANKS6,protein_coding
ANKZF1,protein_coding
ANLN,protein_coding
ANO1,protein_coding
ANO10,protein_coding
ANO2,protein_coding
ANO3,protein_coding
ANO4,protein_coding
ANO5,protein_coding
ANO6,protein_coding
ANO7,protein_coding
ANO8,protein_coding
ANO9,protein_coding
ANP32A,protein_coding
ANP32B,protein_coding
ANP32BP2,processed_pseudogene
ANP32D,protein_coding
ANP32E,protein_coding
ANPEP,protein_coding
ANTXR1,protein_coding
ANTXR2,protein_coding
ANTXRL,NA
ANUBL1,protein_coding
ANXA1,protein_coding
ANXA10,protein_coding
ANXA11,protein_coding
ANXA13,protein_coding
ANXA2,protein_coding
ANXA2P1,processed_pseudogene
ANXA2P2,processed_pseudogene
ANXA2P3,processed_pseudogene
ANXA3,protein_coding
ANXA4,protein_coding
ANXA5,protein_coding
ANXA6,protein_coding
ANXA7,protein_coding
ANXA8,NA
ANXA8L1,NA
ANXA8L2,NA
ANXA9,protein_coding
AOAH,protein_coding
AOC2,protein_coding
AOC3,protein_coding
AOX1,protein_coding
AOX2P,transcribed_unprocessed_pseudogene
AP000146.2,lincRNA
AP000221.1,lincRNA
AP000221.2,NA
AP000223.41,processed_pseudogene
AP000226.9,processed_pseudogene
AP000233.2,lincRNA
AP000233.3,lincRNA
AP000233.4,lincRNA
AP000235.2,lincRNA
AP000235.3,lincRNA
AP000240.4,sense_intronic
AP000240.5,lincRNA
AP000240.6,lincRNA
AP000240.7,sense_intronic
AP000243.18,unprocessed_pseudogene
AP000244.11,unprocessed_pseudogene
AP000251.2,lincRNA
AP000253.1,lincRNA
AP000260.4,antisense
AP000263.1,NA
AP000266.5,antisense
AP000266.7,antisense
AP000268.1,NA
AP000269.1,NA
AP000271.1,processed_pseudogene
AP000272.1,NA
AP000275.64,processed_pseudogene
AP000279.69,antisense
AP000281.1,processed_pseudogene
AP000281.2,antisense
AP000282.2,antisense
AP000282.3,lincRNA
AP000288.2,lincRNA
AP000289.6,lincRNA
AP000290.7,antisense
AP000295.7,antisense
AP000295.9,protein_coding
AP000297.1,processed_pseudogene
AP000302.58,antisense
AP000304.12,protein_coding
AP000304.2,NA
AP000313.1,NA
AP000313.2,misc_RNA
AP000318.2,lincRNA
AP000320.6,antisense
AP000322.53,protein_coding
AP000322.54,protein_coding
AP000330.8,antisense
AP000336.1,processed_pseudogene
AP000337.1,NA
AP000337.3,sense_intronic
AP000338.2,NA
AP000339.4,processed_pseudogene
AP000343.1,processed_pseudogene
AP000343.2,lincRNA
AP000344.1,transcribed_unprocessed_pseudogene
AP000344.3,lincRNA
AP000344.4,transcribed_processed_pseudogene
AP000345.1,lincRNA
AP000345.2,antisense
AP000345.4,lincRNA
AP000346.1,NA
AP000346.2,processed_transcript
AP000347.1,NA
AP000347.2,processed_transcript
AP000347.3,unprocessed_pseudogene
AP000347.4,transcribed_unprocessed_pseudogene
AP000350.1,NA
AP000350.10,processed_pseudogene
AP000350.2,NA
AP000350.3,NA
AP000350.4,antisense;misc_RNA
AP000350.6,processed_pseudogene
AP000350.7,unprocessed_pseudogene
AP000350.8,unprocessed_pseudogene
AP000351.1,NA
AP000351.10,NA
AP000351.13,unprocessed_pseudogene
AP000351.2,NA
AP000351.3,unprocessed_pseudogene
AP000351.4,transcribed_unprocessed_pseudogene
AP000351.6,NA
AP000351.7,NA
AP000351.8,NA
AP000351.9,NA
AP000353.1,NA
AP000354.2,processed_pseudogene
AP000354.3,unprocessed_pseudogene
AP000354.4,unprocessed_pseudogene
AP000355.2,antisense
AP000356.2,sense_intronic
AP000356.6,processed_transcript
AP000357.4,processed_pseudogene
AP000357.5,processed_pseudogene
AP000358.3,processed_pseudogene
AP000358.5,processed_pseudogene
AP000361.2,processed_pseudogene
AP000362.1,unprocessed_pseudogene
AP000365.1,NA
AP000402.3,lincRNA
AP000428.1,NA
AP000431.1,lincRNA
AP000431.2,lincRNA
AP000432.2,lincRNA
AP000435.1,NA
AP000438.1,misc_RNA
AP000445.1,processed_pseudogene
AP000446.1,NA
AP000457.1,processed_pseudogene
AP000459.4,lincRNA
AP000459.7,lincRNA
AP000469.2,lincRNA
AP000470.2,lincRNA
AP000471.1,NA
AP000472.2,lincRNA
AP000472.3,lincRNA
AP000473.5,NA
AP000473.6,lincRNA
AP000474.1,lincRNA
AP000475.2,lincRNA
AP000476.1,lincRNA
AP000477.2,lincRNA
AP000477.3,lincRNA
AP000478.1,NA
AP000487.1,antisense
AP000525.1,NA
AP000525.10,transcribed_unprocessed_pseudogene
AP000525.8,processed_transcript
AP000538.1,NA
AP000539.1,NA
AP000547.1,NA
AP000547.2,NA
AP000550.1,transcribed_unprocessed_pseudogene
AP000552.1,NA
AP000552.2,NA
AP000552.4,NA
AP000553.1,misc_RNA
AP000555.2,NA
AP000557.4,NA
AP000560.1,misc_RNA
AP000563.2,processed_pseudogene
AP000567.27,unprocessed_pseudogene
AP000568.2,processed_pseudogene
AP000569.2,NA
AP000569.8,antisense
AP000580.1,processed_pseudogene
AP000593.1,processed_pseudogene
AP000593.2,processed_pseudogene
AP000619.1,transcribed_unprocessed_pseudogene
AP000620.1,antisense
AP000620.2,misc_RNA
AP000639.1,NA
AP000640.1,processed_pseudogene
AP000654.1,unprocessed_pseudogene
AP000654.2,protein_coding
AP000662.1,NA
AP000662.2,processed_pseudogene
AP000676.1,NA
AP000676.2,NA
AP000676.3,NA
AP000676.4,NA
AP000679.1,antisense
AP000688.11,antisense
AP000688.14,sense_intronic
AP000688.15,lincRNA
AP000688.2,NA
AP000688.29,lincRNA
AP000688.8,lincRNA
